"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GOBP_CALCIUM_ION_TRANSPORT","GOBP_CALCIUM_ION_TRANSPORT",430,-0.335091577279951,-1.53724894601047,1.08819308014754e-05,0.0109749218465062,0.0100790629882756,8825,"tags=30%, list=18%, signal=25%","ORAI2/TRPM4/AFG3L2/GRIN3A/ITGB3/RAMP2/CHD7/PKD1/UCP2/ORAI1/CACNA1C/PLCB1/CXCL10/HES1/GHITM/EDNRA/IBTK/AKAP6/TRPM8/CYSLTR1/SPG11/BIN1/JSRP1/METTL21C/NIPSNAP2/JPH4/STC1/P2RX3/SLC25A23/IL16/NOL3/EPO/TRPC4/MCUB/CAMK2G/CATSPER3/PLCG1/STIM1/CALHM3/TRDN/GRIN2B/CXCL11/NTSR1/TGFB1/CALCRL/CCR1/NOS3/GCG/WFS1/GJA4/CACNG4/PLCB3/GRM6/GSTO1/SLC24A4/DMD/P2RY6/ZMPSTE24/SLC25A25/PLCE1/STIMATE/PRKCB/PKD1L2/SLC8A3/TMEM37/CCL19/GJC2/WNT3A/HRC/CXCL12/ANK2/SESTD1/NCS1/TRPM5/CACNG6/PIK3CG/CRH/ITGAV/UCN/KCNJ8/STC2/LILRA2/ACE/CACHD1/LILRB1/EFHB/CACNG2/LILRA5/XCL1/P2RX1/RAMP3/PLCB2/CRACR2B/DDIT3/GPER1/RGS9/TRPM6/PLCB4/TRPC6/NOS1/TRPC7/PKD2/INPP5K/CLCA1/LACRT/CACNG5/PDPK1/HOMER1/CCL8/MICU2/PLP1/JPH1/TMC2/BEST1/DRD3/OPRD1/DRD2/CDH23/JPH2/CYP27B1/CHRNA9/CHRNA7/OPRM1/CNGA3/GP9/CACNA1B/GCK/LHCGR"
"HP_ABNORMAL_THUMB_MORPHOLOGY","HP_ABNORMAL_THUMB_MORPHOLOGY",399,0.352479764335006,1.56144037692902,1.67471016740482e-05,0.0154826954976575,0.0142188769388695,7913,"tags=32%, list=16%, signal=27%","FBN2/MEG3/FGF9/XYLT1/GJA8/RTL1/NONO/KCTD1/FBN1/SREBF1/PHGDH/MGAT2/HPGD/RPS10/EIF4A3/COL6A3/ALG13/PACS1/BRD4/GJA1/PHF8/TMEM107/FGFRL1/TDO2/SLC35B2/CRPPA/SALL4/TWIST1/LMNB2/TAPT1/HOXA13/IHH/BAP1/DLK1/DHCR7/FGF10/ESCO2/TOR1A/G6PC3/COL6A1/TXNDC15/VPS35L/RECQL4/TFAP2A/CPLX1/NKX3-2/UBE2T/KCNH1/DHX30/SEMA3D/DVL1/RAD51/LTBP2/PTCH1/FANCA/GLI1/ERBB2/NSD2/SMPD4/BICD2/CILK1/GNB1/GPC3/TMEM231/PCGF2/RFWD3/RUNX2/TMEM237/BRIP1/BMPR1B/FANCI/SOX9/RIPK4/CDC45/ECEL1/PKDCC/MED25/RPS19/FANCL/SUMF1/WDR4/FLNB/NOG/FRAS1/AP4M1/DHODH/ABCD1/RPL31/ACTB/FBLN5/EED/RFT1/STX1A/L1CAM/PRKD1/PTH1R/ZNF668/ZIC3/SIAH1/SRCAP/CLIC2/DACT1/RPL18/ACTA1/ROR2/ACTG1/COG7/BRCA1/RAD21/KLHL40/CRIPT/ERCC1/OSGEP/OTUD6B/YRDC/DPH2/EXTL3/SIN3A/UBAP2L/TMEM67/MLXIPL/FGFR2/SLX4/ZC4H2/RRAS2/ATP7A/HNRNPR"
"GOMF_ADENYLATE_CYCLASE_ACTIVITY","GOMF_ADENYLATE_CYCLASE_ACTIVITY",16,-0.794496045551408,-2.11096185921019,2.35340303380418e-05,0.0186490380407311,0.0171267578678125,3473,"tags=56%, list=7%, signal=52%","ADCY8/ADCY7/GUCY2D/GUCY1B1/ADCY5/ADCY9/GUCY2F/ADCY2/NPR1"
"GOBP_STEROID_BIOSYNTHETIC_PROCESS","GOBP_STEROID_BIOSYNTHETIC_PROCESS",184,0.419675526239691,1.70622933574556,2.34604183659535e-05,0.0186490380407311,0.0171267578678125,4691,"tags=27%, list=10%, signal=24%","CYP11A1/FDXR/EGR1/CYP3A7/APOA1/CYP3A4/CYP11B2/ERG28/ERRFI1/SREBF1/SDR42E1/SOD1/NPC1L1/CYP11B1/WNT4/CYP17A1/PROX1/CLCN2/GFI1/HSD17B1/SQLE/HMGCR/ARMC5/NR5A1/CYP39A1/DHCR7/CYB5R2/APOB/SCAP/HSD17B10/IL1A/FGF1/TSPO/AMACR/LSS/SRD5A2/PDE8B/MSMO1/CYP21A2/SREBF2/SNAI2/NFKB1/LHB/REST/G6PD/SRD5A1/HSD17B6/STARD4/BMP6"
"HP_CORNEAL_OPACITY","HP_CORNEAL_OPACITY",279,0.371160933573049,1.59453109434471,2.78625674652276e-05,0.0206071548972824,0.0189250379295395,10547,"tags=42%, list=22%, signal=33%","TWIST2/KRT12/GJA8/COL11A1/APOA1/KERA/LDLR/SREBF1/TACSTD2/FERMT1/KRT5/MMP2/GJA1/POMT2/TMEM107/SCARF2/KRT14/ERCC2/LMNA/CHST6/ZFHX2/CRPPA/GJB2/CTNS/CPAMD8/TENM3/DHCR7/POMGNT1/ESCO2/APOB/COL7A1/ABCG8/TXNDC15/TBCE/CPLX1/PCSK9/WT1/TRPV3/PEX26/DAG1/ANKRD55/NCAPG2/PITX2/LTBP2/ALDH3A2/NSD2/TMEM231/PTPN2/TMEM237/PTPN22/PEX10/PPP1R17/ATAD3A/RIPK4/MAB21L2/GLA/TGFBI/ST14/SUMF1/FLNB/GJB4/FRAS1/BUB3/POMGNT2/FKTN/FBLN5/ELP1/STX1A/SLC29A3/COL17A1/MYORG/IKBKG/PIGN/ZNF469/TBCK/TBX1/OVOL2/SLC25A24/VSX2/COL8A2/XPC/KIF11/ERCC5/TMEM67/MLXIPL/TCF4/FOXE3/CEP57/IDUA/MMP1/IL2RB/PRDM5/MKS1/POMK/PEX11B/PRDM12/GUSB/NRAS/SLC4A11/BUB1B/UBIAD1/PPP1R13L/VPS37D/CENPF/XPA/TCTN1/NGLY1/RPGRIP1L/APOE/LETM1/PEX14/PEX2/STAT4/FLG/CRYAA/CREBBP"
"GOBP_REGULATION_OF_DNA_REPAIR","GOBP_REGULATION_OF_DNA_REPAIR",224,0.388444858442877,1.62404257082962,3.22354977124594e-05,0.0210365065660015,0.0193193425609223,10257,"tags=42%, list=21%, signal=33%","RPA2/TERF2/RMI2/OTUB1/SF3B3/SIRT6/MORF4L1/UBE2N/PLK1/BABAM2/TADA3/KAT2A/PARP3/DPF1/PRMT1/TWIST1/RNF126/EYA1/BABAM1/FGF10/FOXM1/PHF13/PARPBP/SMARCD1/CHEK1/INO80C/RAD51/HDAC10/ACTR8/AUNIP/NUDT16L1/TAF6/NSD2/CBX8/BARD1/PNKP/HDGFL2/RNF168/TRIM28/SMARCB1/AXIN2/SMARCC1/KDM4D/BRCC3/MEAF6/RECQL5/MORF4L2/USP1/RAD51AP1/SF3B5/PBRM1/TP53BP1/ACTB/C1QBP/PCNA/KMT5C/NFRKB/SUPT3H/SPIDR/CDK9/FUS/SMARCA2/VPS72/MRE11/TAF12/BRCA1/PRKDC/SMARCD2/HELQ/SHLD1/OGG1/TAF10/OTUB2/ENY2/TIMELESS/EYA3/RUVBL2/EPC2/SUPT7L/TOP2B/KHDC3L/RADX/BCL7A/DMAP1/ARID1B/BCL7C/MRGBP/ARID1A/CCDC117/MIR221/SENP3/ATXN7L3/MBTD1/KMT5A"
"GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX","GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX",426,0.340189418661989,1.51418347907961,3.22193816243167e-05,0.0210365065660015,0.0193193425609223,10501,"tags=39%, list=22%, signal=31%","SFRP1/LOXL1/FBN2/SERPINE1/LRRC15/CCDC80/IGFBPL1/WNT5B/COL11A1/APOA1/MFAP2/ITIH1/MATN3/LAMC2/MXRA5/IFNA2/HRNR/FREM1/FBN1/FREM3/THBS2/ADAM19/VTN/COL20A1/HNRNPM/S100A10/COL4A6/DPT/COL6A3/LGALS3/SRPX2/FN1/ANXA1/MMP2/THBS4/EGFL6/SEMA7A/EDIL3/ANXA2/ECM1/MARCO/COL9A2/ADAMTS8/S100A6/COL5A1/FGF10/COL7A1/COL10A1/COL1A2/COL6A1/LAMB2/SEMA3B/APOA4/TGFB3/APOC3/NCAM1/AZGP1/SNORC/DAG1/ANGPTL5/COL16A1/KNG1/LTBP2/SERPINH1/COL1A1/HTRA1/BGN/TIMP3/COLQ/CTHRC1/COLEC12/TGM4/SPN/GPC3/HSP90AA1/PODN/ITGB4/FIBCD1/LAMB3/CTSH/F9/TGFB2/TGFBI/ANGPTL6/ABI3BP/FRAS1/THBS1/PLAT/PZP/PRSS1/COL13A1/COL21A1/ADAMTS15/SRPX/FBLN5/NTN1/CCN1/CMA1/SFRP2/FBLN2/PLSCR1/COMP/L1CAM/COL17A1/LTBP3/EYS/FGB/RBP3/SOST/TIMP1/LAMA2/FGA/LGALS4/COL8A2/SERPINF1/F3/PLG/ENTPD2/EMILIN1/HAPLN3/CRELD1/GDF10/COL8A1/COL25A1/SERPINA1/SERPINA5/FGFR2/PLOD3/TNXB/LAD1/ZP3/TGFB1I1/HSP90B1/LGALS1/NID2/PCSK6/LGALS3BP/MMP23B/VWA2/ANG/COL4A5/ANGPTL1/COL5A2/CSTB/FGL2/PRG4/LEFTY2/VCAN/COL9A3/RTBDN/KAZALD1/ASPN/ADAMTS4/MFAP5/APCS/APOE/ECM2/CCN2/S100A7/FBLN1/LMAN1/SPARC/COL6A2/S100A4/FLG/PCOLCE/CTSF/NPNT"
"HP_ABNORMAL_CIRCULATING_RENIN","HP_ABNORMAL_CIRCULATING_RENIN",31,0.672856930810711,2.02123133795692,3.51366098040319e-05,0.0216558638425517,0.0198881430580833,4059,"tags=42%, list=8%, signal=38%","CYP11A1/SLC12A1/CLCNKB/CLCNKA/CYP11B2/CYP11B1/CYP17A1/CLCN2/KCNJ1/MRAP/KCNJ10/CASR/MAGED2"
"HP_INCREASED_CIRCULATING_RENIN_LEVEL","HP_INCREASED_CIRCULATING_RENIN_LEVEL",19,0.75820363277594,2.09249754612703,3.79769270819404e-05,0.0221745278445814,0.0203644696524156,4059,"tags=47%, list=8%, signal=43%","CYP11A1/SLC12A1/CLCNKB/CLCNKA/CYP11B2/KCNJ1/KCNJ10/CASR/MAGED2"
"HP_HYPERALDOSTERONISM","HP_HYPERALDOSTERONISM",31,0.669260735319811,2.01042853175728,4.19035468137953e-05,0.0226292193537899,0.0207820456885497,3476,"tags=39%, list=7%, signal=36%","CYP11A1/SLC12A1/CLCNKB/CLCNKA/CYP11B2/CYP11B1/CLCN2/ARMC5/KCNJ1/KCNJ10/TERT/CDKN2A"
"GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS","GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS",134,0.440636033614568,1.71444429848206,4.28351907724524e-05,0.0226292193537899,0.0207820456885497,5430,"tags=30%, list=11%, signal=27%","DHRS7/AKR1B10/IMPDH2/PHGDH/SDR42E1/HPGD/CYP4F2/RDH10/ALDH3A1/HSD17B1/HMGCR/RDH14/ADH4/ADH6/LDHD/HSD11B1/AKR1E2/HADH/SORD/AKR7L/LDHC/HSD17B10/AKR1A1/IDH1/CHDH/SRD5A2/PTGR2/DCXR/ALDH3A2/HAO1/DHRS4L2/G6PD/HSD17B6/MDH1B/PRXL2B/LIPF/DHRS2/IDH3G/SDR42E2/ME3"
"HP_SKIN_PLAQUE","HP_SKIN_PLAQUE",46,0.585542574209309,1.93193279759555,4.91279277455881e-05,0.0236967491482415,0.0217624353615354,5958,"tags=50%, list=12%, signal=44%","LAMC2/KRT5/ECM1/KRT14/MPDU1/GJB2/UBA1/COL7A1/AP1S3/IDH1/KRT10/SDHD/CARD14/BTNL2/CTLA4/ATP2A2/RASA1/CD28/LAMB3/GJB4/KIT/GJB6/TSC2"
"GOCC_TERTIARY_GRANULE","GOCC_TERTIARY_GRANULE",162,-0.413894851622654,-1.71471315030856,4.89516691828387e-05,0.0236967491482415,0.0217624353615354,8760,"tags=36%, list=18%, signal=29%","LAMTOR3/ENPP4/LRG1/CD55/AP2A2/ITGAX/NBEAL2/GAA/CYSTM1/TCN1/CYBB/STX7/GOLGA7/NCKAP1L/SIRPA/TIMP2/ADAM10/SIGLEC14/CD93/ITGAM/TCIRG1/CR1/STOM/PLD1/RAP2B/PTPRN2/ALDOA/PTPRB/ALDOC/CLEC12A/CEACAM1/CD300A/ORM1/FTH1/LYZ/TBC1D10C/STXBP3/CLEC4D/DOK3/DSG1/SERPINB6/PTAFR/PGLYRP1/CXCL1/TARM1/ATP11A/SIGLEC5/FPR1/PKP1/LAIR1/LAMP1/ADGRE3/ASAH1/PPBP/HBB/MMP8/CRISP3/OLFM4"
"GOCC_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX","GOCC_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX",313,-0.344421618662325,-1.53729187417634,5.80226573463571e-05,0.0268209733583536,0.0246316359848855,9939,"tags=33%, list=21%, signal=27%","JAK2/RNF31/TRAV12-1/ITGA1/TRAV39/INSR/CD4/TRAF2/TRBV11-2/TRAT1/TRBJ1-3/TRAV36DV7/GRIN3A/ITGB3/RAMP2/CHUK/TRGV10/ITGAX/IL12RB1/TRDJ1/TRBV24-1/ITGA8/TRAV18/CHRNA1/TRAV41/TRBV5-1/TRBJ2-5/TRBV23-1/TLR2/BMPR1A/IL18RAP/GRIK3/VWC2/TRBV2/TRAV1-2/TRAV29DV5/TRAV6/TRBJ2-4/TRBV30/TRBV7-9/HTRA2/ITGA2B/GRIN2B/TFR2/CALCRL/TRGC2/TRAV20/TRAV26-1/TRAV4/ITGAM/CACNG4/DLG4/SHISA7/HTR3C/TRBV7-4/TRBV7-2/TRBV28/GRIK4/TLR1/TLR6/TRAV38-1/SHISA6/TRAV30/TRGV9/ACVR1B/ITGAV/TRGV3/CD79B/TRAV21/TRAV24/ACVR1C/CACNG2/PORCN/TRBV6-5/CEACAM1/ITGB8/RAMP3/TRAV12-3/TRAV13-1/ABHD12/ITGA7/CSF2RB/TRAV13-2/SYK/CHRND/CACNG5/TRBV7-6/TRAV40/ITGA6/ABHD6/PLP1/TRBV4-2/SDCBP/HTR3B/TRBV25-1/IGF1R/APBB1IP/DRD2/TRAV22/CHRNA9/CHRNA7/GP9/TRAV8-1/GABBR2"
"HP_ADRENAL_OVERACTIVITY","HP_ADRENAL_OVERACTIVITY",51,0.570284025586822,1.94534608918426,6.20326632826185e-05,0.0275276146582948,0.0252805957015774,5954,"tags=41%, list=12%, signal=36%","CYP11A1/SLC12A1/CLCNKB/CLCNKA/CYP11B2/CYP11B1/CLCN2/KCNJ11/USP48/ARMC5/KCNJ1/PRKACA/KCNJ10/PDE8B/CYP21A2/TERT/CDKN2A/CDKN2B/MEN1/TP53/HTR1A"
"GOMF_CYCLASE_ACTIVITY","GOMF_CYCLASE_ACTIVITY",21,-0.726106963303761,-2.09298663685062,7.50299261832314e-05,0.0304429373294006,0.0279579469614935,3799,"tags=48%, list=8%, signal=44%","GUCY1A1/ADCY8/ADCY7/GUCY2D/GUCY1B1/ADCY5/ADCY9/GUCY2F/ADCY2/NPR1"
"GOCC_A_BAND","GOCC_A_BAND",40,-0.610921103593149,-2.02771687227163,7.14494753942821e-05,0.0304429373294006,0.0279579469614935,3826,"tags=30%, list=8%, signal=28%","MYL3/ALDOA/ANK2/MYL4/OBSCN/MYOM2/MYH1/SMPX/UNC45B/MYOM1/MYBPC1/CMYA5"
"HP_NAIL_DYSPLASIA","HP_NAIL_DYSPLASIA",165,0.411109392428601,1.6465097214959,7.68345272420423e-05,0.0304429373294006,0.0279579469614935,7746,"tags=36%, list=16%, signal=31%","KRT16/LAMC2/KCTD1/SREBF1/RNF113A/FERMT1/HPGD/KRT5/GJA1/FGFRL1/KRT14/ERCC2/KRT6A/GJB2/IHH/FGF10/COL7A1/PRKACA/GTF2H5/RECQL4/TFAP2A/CPLX1/IFT43/TRPV3/GTF2E2/DVL1/KLK11/TERT/GLI1/PLCD1/NSD2/EDAR/EXT2/GPC3/ATP2A2/DKC1/ITGB4/LAMB3/RIPK4/ANTXR1/WNT7A/EDA/POC1A/CTNND1/EED/IL17RC/GJB6/IKBKG/SOST/ROR2/SRY/SMARCD2/KRT17/CDH1/SIN3A/TCF4/FGFR2/PLOD3/HHAT/MMP1"
"HP_ABNORMALITY_OF_RENIN_ANGIOTENSIN_SYSTEM","HP_ABNORMALITY_OF_RENIN_ANGIOTENSIN_SYSTEM",37,0.627818554193705,1.97056534378313,8.07953832398082e-05,0.0309084131607735,0.0283854270191689,4677,"tags=41%, list=10%, signal=37%","CYP11A1/SLC12A1/CLCNKB/CLCNKA/CYP11B2/CYP11B1/CYP17A1/CLCN2/KCNJ1/MRAP/KCNJ10/CDKN2B/CASR/MAGED2/MEN1"
"GOBP_OSTEOBLAST_DIFFERENTIATION","GOBP_OSTEOBLAST_DIFFERENTIATION",243,0.371633648702597,1.57448471310205,8.40409855136857e-05,0.031078356442961,0.0285414982030514,5878,"tags=28%, list=12%, signal=24%","SFRP1/HNRNPC/FBN2/FGF9/TWIST2/IGF1/OSTN/IBSP/IGF2/HGF/BMP3/FHL2/TMEM119/TENT5A/ITGA11/WNT4/GJA1/LTF/SEMA7A/CREB3L1/TWIST1/LEF1/RDH14/IHH/PRKACA/SMAD3/CDK6/ALYREF/PENK/COL6A1/PPP3CA/ASF1A/COL1A1/PTCH1/CCL3/CTHRC1/SNAI2/SOX11/GLI1/REST/DDR2/RUNX2/EPHA2/LRRC17/CAT/HSPE1/AXIN2/WWTR1/BMPR1B/SOX9/RBMX/CLIC1/WWOX/MEN1/BMP6/TOB1/FOSL2/NOG/CCN4/RRBP1/IGFBP5/HAND2/CCN1/SFRP2/MIR100/PRKD1/PTH1R"
